ProductID,ProductNumber,ProductName,CategoryName,SubcategoryName,Color,ListPrice,TotalRevenue,TotalRevenuePerCategory,TotalOrders,TotalOrderPerCategory,TotalQuantitySold,AverageSellingPrice,AverageRevenuePerOrder,NumberOfCustomersPurchasing,CustomerPerCategory
825,RW-M928,HL Mountain Rear Wheel,Components,Wheels,Black,327.215,166013.28355700005,11802593.286430119,258,2650,850,195.31,643.46,99,580
711,HL-U509-B,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,34.99,165406.617049001,1272072.8839260074,3090,19524,6743,24.53,53.53,2309,15461
988,BK-M18S-52,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,564.99,161293.34519999998,94651172.70473431,236,18368,515,313.19,683.45,113,9719
708,HL-U509,"Sport-100 Helmet, Black",Accessories,Helmets,Black,34.99,160869.51783600004,1272072.8839260074,3007,19524,6532,24.63,53.5,2275,15461
707,HL-U509-R,"Sport-100 Helmet, Red",Accessories,Helmets,Red,34.99,157772.39439199987,1272072.8839260074,3083,19524,6266,25.18,51.17,2381,15461
992,BK-M18B-48,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,539.99,157569.08199999997,94651172.70473431,232,18368,449,350.93,679.18,126,9719
864,VE-C304-S,"Classic Vest, S",Clothing,Vests,Blue,63.5,156398.06795000023,2120542.524800943,682,9877,4247,36.83,229.32,324,7327
951,CS-9183,HL Crankset,Components,Cranksets,Black,404.99,148622.58221599995,11802593.286430119,219,2650,613,242.45,678.64,78,580
984,BK-M18S-40,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,564.99,145089.43199999997,94651172.70473431,221,18368,450,322.42,656.51,118,9719
987,BK-M18S-48,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,564.99,142897.2708,94651172.70473431,228,18368,457,312.69,626.74,119,9719
741,FR-M94S-52,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,1364.5,141635.09999999986,11802593.286430119,94,2650,173,818.7,1506.76,40,580
985,BK-M18S-42,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,564.99,141360.498,94651172.70473431,221,18368,455,310.68,639.64,114,9719
730,FR-R38R-62,"LL Road Frame - Red, 62",Components,Road Frames,Red,337.22,137213.48512799997,11802593.286430119,288,2650,697,196.86,476.44,108,580
867,SH-W890-S,"Women's Mountain Shorts, S",Clothing,Shorts,Black,69.99,137164.12732500018,2120542.524800943,648,9877,3296,41.62,211.67,415,7327
905,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,364.09,136970.65800000005,11802593.286430119,230,2650,627,218.45,595.52,75,580
869,SH-W890-L,"Women's Mountain Shorts, L",Clothing,Shorts,Black,69.99,136774.01706300038,2120542.524800943,707,9877,3244,42.16,193.46,473,7327
757,BK-R68R-48,"Road-450 Red, 48",Bikes,Road Bikes,Red,1457.99,136467.86400000003,94651172.70473431,77,18368,156,874.79,1772.31,33,9719
990,BK-M18B-42,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,539.99,136293.47600000005,94651172.70473431,195,18368,388,351.27,698.94,111,9719
960,BK-T18U-62,"Touring-3000 Blue, 62",Bikes,Touring Bikes,Blue,742.35,135284.00812499988,94651172.70473431,157,18368,281,481.44,861.68,96,9719
978,BK-T18U-44,"Touring-3000 Blue, 44",Bikes,Touring Bikes,Blue,742.35,133365.0333749999,94651172.70473431,157,18368,292,456.73,849.46,96,9719
726,FR-R38R-48,"LL Road Frame - Red, 48",Components,Road Frames,Red,337.22,132125.2522000001,11802593.286430119,288,2650,671,196.91,458.77,105,580
964,BK-T18Y-58,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,Yellow,742.35,130898.57549999995,94651172.70473431,159,18368,293,446.75,823.26,94,9719
831,FR-M63B-44,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,348.76,129529.46400000002,11802593.286430119,198,2650,619,209.26,654.19,67,580
884,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,Yellow,53.99,129145.57012400046,2120542.524800943,904,9877,3864,33.42,142.86,566,7327
991,BK-M18B-44,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,539.99,125925.66800000006,94651172.70473431,193,18368,350,359.79,652.46,121,9719
986,BK-M18S-44,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,564.99,122512.43159999998,94651172.70473431,195,18368,381,321.55,628.27,109,9719
824,RW-M762,ML Mountain Rear Wheel,Components,Wheels,Black,236.025,119892.15675,11802593.286430119,265,2650,851,140.88,452.42,101,580
714,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,49.99,115249.21497600016,2120542.524800943,1218,9877,3636,31.7,94.62,644,7327
820,FW-R820,HL Road Front Wheel,Components,Wheels,Black,330.06,112286.41200000001,11802593.286430119,206,2650,567,198.04,545.08,101,580
814,FR-M63B-38,"ML Mountain Frame - Black, 38",Components,Mountain Frames,Black,348.76,107557.58400000002,11802593.286430119,226,2650,514,209.26,475.92,81,580
745,FR-M94B-48,"HL Mountain Frame - Black, 48",Components,Mountain Frames,Black,1349.6,106078.55999999991,11802593.286430119,76,2650,131,809.76,1395.77,28,580
880,HY-1023-70,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,54.99,105826.41833400013,1272072.8839260074,1074,19524,2761,38.33,98.53,861,15461
989,BK-M18B-40,"Mountain-500 Black, 40",Bikes,Mountain Bikes,Black,539.99,101734.11600000007,94651172.70473431,150,18368,282,360.76,678.23,81,9719
917,FR-M21S-42,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,264.05,100569.35722000009,11802593.286430119,224,2650,638,157.63,448.97,70,580
883,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,53.99,98472.71733400029,2120542.524800943,805,9877,2848,34.58,122.33,539,7327
993,BK-M18B-52,"Mountain-500 Black, 52",Bikes,Mountain Bikes,Black,539.99,96982.20400000003,94651172.70473431,146,18368,272,356.55,664.26,79,9719
716,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,Multi,49.99,95611.19708000016,2120542.524800943,1076,9877,2980,32.08,88.86,600,7327
854,TG-W091-L,"Women's Tights, L",Clothing,Tights,Black,74.99,94090.64290800002,2120542.524800943,441,9877,2123,44.32,213.36,144,7327
925,FR-M21B-44,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,249.79,93584.42299599992,11802593.286430119,227,2650,625,149.74,412.27,67,580
852,TG-W091-S,"Women's Tights, S",Clothing,Tights,Black,74.99,91330.80093600004,2120542.524800943,422,9877,2072,44.08,216.42,150,7327
865,VE-C304-M,"Classic Vest, M",Clothing,Vests,Blue,63.5,90250.60054999997,2120542.524800943,555,9877,2284,39.51,162.61,348,7327
839,FR-R92B-48,"HL Road Frame - Black, 48",Components,Road Frames,Black,1431.5,89872.17360000001,11802593.286430119,47,2650,109,824.52,1912.17,35,580
719,FR-R92R-48,"HL Road Frame - Red, 48",Components,Road Frames,Red,1431.5,89872.17360000001,11802593.286430119,44,2650,109,824.52,2042.55,33,580
732,FR-R72R-48,"ML Road Frame - Red, 48",Components,Road Frames,Red,594.83,89224.50000000004,11802593.286430119,130,2650,250,356.9,686.34,61,580
856,SB-M891-M,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,Multi,89.99,86166.045931,2120542.524800943,353,9877,1616,53.32,244.1,152,7327
819,FW-R762,ML Road Front Wheel,Components,Wheels,Black,248.385,79354.03980000006,11802593.286430119,195,2650,532,149.16,406.94,103,580
891,FR-T98U-50,"HL Touring Frame - Blue, 50",Components,Touring Frames,Blue,1003.91,74690.90400000001,11802593.286430119,58,2650,124,602.35,1287.77,30,580
881,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,Yellow,53.99,71606.07316000028,2120542.524800943,717,9877,1955,36.63,99.87,528,7327
863,GL-F110-L,"Full-Finger Gloves, L",Clothing,Gloves,Black,37.99,69943.21424600006,2120542.524800943,364,9877,3378,20.71,192.15,111,7327
944,FR-M21S-40,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,264.05,69934.27622000003,11802593.286430119,164,2650,442,158.22,426.43,68,580
886,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Components,Touring Frames,Yellow,333.42,69127.13504999998,11802593.286430119,130,2650,348,198.64,531.75,59,580
890,FR-T98U-46,"HL Touring Frame - Blue, 46",Components,Touring Frames,Blue,1003.91,68667.44399999999,11802593.286430119,58,2650,114,602.35,1183.92,32,580
833,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,594.83,68167.5144,11802593.286430119,88,2650,203,335.8,774.63,41,580
920,FR-M21S-52,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,Silver,264.05,67332.75000000003,11802593.286430119,159,2650,425,158.43,423.48,76,580
924,FR-M21B-42,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,249.79,63396.70199999998,11802593.286430119,162,2650,423,149.87,391.34,71,580
895,FR-T67U-50,"LL Touring Frame - Blue, 50",Components,Touring Frames,Blue,333.42,63216.431999999964,11802593.286430119,126,2650,316,200.05,501.72,61,580
804,FK-9939,HL Fork,Components,Forks,,229.49,61034.60962400002,11802593.286430119,117,2650,444,137.47,521.66,34,580
918,FR-M21S-44,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,264.05,58777.53000000001,11802593.286430119,159,2650,371,158.43,369.67,71,580
899,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Components,Touring Frames,Yellow,333.42,58699.39120799999,11802593.286430119,117,2650,294,199.66,501.7,53,580
826,RW-R623,LL Road Rear Wheel,Components,Wheels,Black,112.565,58655.37020000002,11802593.286430119,305,2650,868,67.58,192.31,116,580
